14,2008,ELLA,441
15,2008,CHLOE,423
16,2008,NATALIE,412
17,2008,ALEXIS,392
18,2008,ASHLEY,392
19,2008,ALYSSA,363
20,2008,BRIANNA,363
21,2008,HANNAH,359
22,2008,LILLIAN,345
23,2008,JULIA,335
24,2008,LILY,332
25,2008,VICTORIA,332
1,2009,ISABELLA,971
2,2009,OLIVIA,862
3,2009,SOPHIA,785
4,2009,EMMA,736
5,2009,EMILY,691
6,2009,AVA,664
7,2009,ABIGAIL,641
8,2009,MIA,589
9,2009,ADDISON,484
10,2009,ELLA,480
11,2009,MADISON,477
12,2009,ELIZABETH,465
13,2009,CHLOE,438
14,2009,GRACE,438
15,2009,NATALIE,433
16,2009,SAMANTHA,433
17,2009,ALEXIS,419
18,2009,ALYSSA,326
19,2009,LEAH,326
20,2009,LILY,316
21,2009,ANNA,306
22,2009,SOFIA,300
23,2009,TAYLOR,300
24,2009,EVELYN,296
25,2009,ASHLEY,295
1,2010,ISABELLA,940
2,2010,SOPHIA,915
3,2010,OLIVIA,823
4,2010,EMMA,654
5,2010,EMILY,648
6,2010,ABIGAIL,621
7,2010,AVA,603
8,2010,MIA,480
9,2010,MADISON,426
10,2010,GRACE,419
11,2010,ADDISON,416
12,2010,ELIZABETH,410
13,2010,ELLA,407
14,2010,NATALIE,401
15,2010,SAMANTHA,387
16,2010,CHLOE,382
17,2010,SOFIA,340
18,2010,EVELYN,317
19,2010,LILY,310
20,2010,AVERY,298
21,2010,LILLIAN,290
22,2010,LEAH,289
23,2010,ALEXIS,275
24,2010,ANNA,275
25,2010,HANNAH,274
1,2011,SOPHIA,890
2,2011,OLIVIA,849
3,2011,ISABELLA,816
4,2011,EMMA,686
5,2011,EMILY,623
6,2011,AVA,576
7,2011,MIA,537
8,2011,ABIGAIL,507
9,2011,SOFIA,406
10,2011,NATALIE,399
11,2011,ELIZABETH,382
12,2011,ELLA,380
13,2011,MADISON,379
14,2011,GRACE,373
15,2011,CHLOE,347
16,2011,ADDISON,345
17,2011,EVELYN,335
18,2011,AVERY,324
19,2011,SAMANTHA,323
20,2011,LILY,308
21,2011,AMELIA,306
22,2011,VICTORIA,302
23,2011,CHARLOTTE,291
24,2011,BROOKLYN,286
25,2011,LEAH,286
1,2012,SOPHIA,957
2,2012,OLIVIA,819
3,2012,ISABELLA,813
4,2012,EMMA,774
5,2012,AVA,600
6,2012,EMILY,594
7,2012,MIA,548
8,2012,ABIGAIL,463
9,2012,SOFIA,424
10,2012,ELIZABETH,390
11,2012,ELLA,379
12,2012,CHARLOTTE,377
13,2012,MADISON,376
14,2012,AMELIA,369
15,2012,AVERY,354
16,2012,GRACE,345
17,2012,SAMANTHA,330
18,2012,AUBREY,317
19,2012,CHLOE,317
20,2012,EVELYN,316
21,2012,BROOKLYN,313
22,2012,LILLIAN,312
23,2012,NATALIE,310
24,2012,VICTORIA,309
25,2012,ADDISON,298
1,2013,OLIVIA,856
2,2013,SOPHIA,819
3,2013,EMMA,764
4,2013,ISABELLA,658
5,2013,EMILY,550
6,2013,AVA,535
7,2013,MIA,533
8,2013,ABIGAIL,436
9,2013,SOFIA,435
10,2013,AMELIA,395
11,2013,CHARLOTTE,390
12,2013,AVERY,376
13,2013,GRACE,355
14,2013,ELIZABETH,348
15,2013,MADISON,344
16,2013,EVELYN,341
17,2013,ELLA,320
18,2013,AUBREY,313
19,2013,NATALIE,312
20,2013,VICTORIA,306
21,2013,CHLOE,301
22,2013,LILLIAN,282
23,2013,HARPER,273
24,2013,BROOKLYN,272
25,2013,ADDISON,264
